"the_geom","BoroCode","BoroName","CountyFIPS","NTACode","NTAName","Shape_Leng","Shape_Area"
"MULTIPOLYGON (((-73.94193078829309 40.70072523436465, -73.94438788591015 40.700424524055514, -73.94424286118769 40.699699279473165, -73.94409591309501 40.69897295489108, -73.94394947225639 40.6982212799727, -73.94391750183267 40.69805620226132, -73.94380383246371 40.697469265692085, -73.94378455614618 40.697369728927846, -73.94374306683704 40.69715550012447, -73.94372453521214 40.697059812501024, -73.94368427379918 40.69685190946894, -73.94368427026264 40.6968518941585, -73.9436380695506 40.69661331853809, -73.94362121336049 40.69652627933493, -73.94355634178301 40.69619128293218, -73.94354024090259 40.69610814240241, -73.94352527447458 40.69603085485836, -73.94338802049732 40.695288990930244, -73.94324249074536 40.6945574857885, -73.94312826720112 40.6939670387129, -73.94311427828839 40.69389472060764, -73.9431004083649 40.693823029315844, -73.94295136116233 40.69309078440782, -73.94280765238652 40.69235779446472, -73.94266181764311 40.69162434395191, -73.94251587986132 40.690892000765004, -73.94236932748909 40.69015994428012, -73.94222203413 40.68942797902017, -73.94207684874135 40.68869720234148, -73.94193245033618 40.68796295883089, -73.9417852753827 40.687228372371045, -73.9416393309185 40.68649727036619, -73.94149491711686 40.6857645290507, -73.94134827240794 40.68503120281562, -73.94120399270493 40.68429983885361, -73.94105783791417 40.68356687256833, -73.94091334266999 40.68283361691613, -73.94076893298167 40.682100839231786, -73.9406200533139 40.6813701301751, -73.94047635057434 40.68063569540684, -73.94032793911873 40.67988997540262, -73.94120864357575 40.679938354155766, -73.94326176902983 40.680050607436584, -73.94397347805602 40.68008812852345, -73.94627470957299 40.680213326834384, -73.94674915973441 40.68023966140658, -73.9477302355476 40.68029184672059, -73.94955688666684 40.68039040295392, -73.951158284824 40.68047861485289, -73.95155682655225 40.680498847696285, -73.95337017396831 40.68064050844423, -73.95351616859006 40.68138260035152, -73.95366256243678 40.6821149035758, -73.95380893410245 40.682848007995304, -73.95395453085101 40.68358077956139, -73.95410042565605 40.6843131079418, -73.95424647689194 40.68504624839541, -73.95439296762652 40.68577972015917, -73.95453798660213 40.686511175737294, -73.95468418905624 40.687244853998656, -73.95684165175808 40.686996078992465, -73.95956770229145 40.68668255569162, -73.95971374669872 40.68741563493306, -73.95985939522117 40.68814745126307, -73.96000519849092 40.688881033301534, -73.9600971465557 40.689345209649254, -73.96012172900343 40.6894693071142, -73.96017256196782 40.689729861244984, -73.96018691910581 40.689803456163624, -73.96022304503326 40.689988627704864, -73.96023740228267 40.69006222261476, -73.96029281711996 40.69034625013453, -73.96013760844247 40.690364380541574, -73.96008336790908 40.69037071576229, -73.95957591879286 40.690429987815676, -73.95942791381368 40.69044727511425, -73.95934862392507 40.690456461184844, -73.95928133688307 40.69046425655327, -73.95899330457668 40.69049762905903, -73.95886713528716 40.69051224799009, -73.95857844829317 40.6905456948666, -73.9581804872652 40.6905907305897, -73.95808563540294 40.69060146351924, -73.95727249091108 40.690693478801904, -73.95635602941073 40.69079978177152, -73.95541057982854 40.690908292283225, -73.95582662846245 40.692992383277314, -73.95614239214937 40.694579018686206, -73.957087018308 40.69447043975093, -73.95799732967254 40.694365838820445, -73.95931048035062 40.69421508745938, -73.96015854657395 40.694117309317434, -73.96062056539436 40.69632014047188, -73.96092543800785 40.697736507434534, -73.96105100606299 40.698326078545136, -73.96019688812082 40.698462727249776, -73.95885874568688 40.69867732606627, -73.95795938254446 40.698820003329885, -73.95701993100558 40.69897391410481, -73.95716730132655 40.69970786763171, -73.9572251745096 40.69999934983677, -73.95745736427259 40.700822603050014, -73.9557236100814 40.70194576928004, -73.9538119687888 40.70318097965107, -73.9531808519178 40.70261690517654, -73.9525505275001 40.70205166676287, -73.951920189295 40.701487549585515, -73.9512881941753 40.70092236560526, -73.95027424118761 40.701579241903445, -73.94937873534968 40.702158890244164, -73.9475385809397 40.70335065110468, -73.94705205280003 40.7036639496307, -73.94625107754457 40.70320874786489, -73.94585499085973 40.702987206494775, -73.94544988141745 40.70276063642271, -73.94463910122901 40.70231369443408, -73.94431460134896 40.70213334544696, -73.9440050403053 40.70196179180606, -73.94382473764101 40.70186200826097, -73.94322685987517 40.701520708997506, -73.94306406855578 40.7014244349818, -73.94220058694077 40.70089066728331, -73.94193078829309 40.70072523436465)))","3","Brooklyn","047","BK75","Bedford","29,992.9189979","32,629,833.4533"
"MULTIPOLYGON (((-73.89138023389366 40.86170058817732, -73.89106280580774 40.86152941182657, -73.8910605991377 40.86147181526771, -73.89115375498568 40.86091361612162, -73.89174395072041 40.86017714767122, -73.8922570765445 40.859409976677206, -73.89299354227475 40.858386120391984, -73.8944135508689 40.85643377617333, -73.89477596021933 40.8559295259531, -73.89549889675673 40.85474976568954, -73.89560883315976 40.854570370230974, -73.8964405260344 40.85490775956267, -73.89709926890316 40.85517229116381, -73.89831118599128 40.85406115061085, -73.89863543778883 40.853906975531, -73.89816577562901 40.855146376724434, -73.89877598564438 40.855363246901106, -73.8996715584492 40.85566890856945, -73.90060386021403 40.85598723780975, -73.9007792278194 40.85604710934673, -73.90085477186838 40.85593744042034, -73.90116590908646 40.855495674187814, -73.9013012659701 40.8553034901272, -73.90153703354667 40.85499464382646, -73.90185996053548 40.854586149875274, -73.90208001177464 40.8546225996505, -73.90298864591458 40.854773110019764, -73.90395154214674 40.85497392384553, -73.90472622197929 40.85537039519888, -73.90557007256785 40.85578732308481, -73.90522169998707 40.85620359476815, -73.90508614018093 40.85641083043102, -73.90468371400618 40.85706030207748, -73.9056595349898 40.85739873425928, -73.9052638916178 40.85804717869873, -73.9048684716792 40.85869322479125, -73.9044746407027 40.85934159494339, -73.90408132696808 40.859987847059834, -73.9035139055379 40.86091751046148, -73.90254479378572 40.860578255602256, -73.90233887181012 40.8609549718927, -73.9021172032317 40.8613269477604, -73.90188007331972 40.86169362505429, -73.90162785040759 40.8620544348844, -73.9013609039553 40.86240886508985, -73.90107966989875 40.86275638375383, -73.90028368080547 40.86247183703653, -73.89996177597773 40.862350280353056, -73.89964261728454 40.86221043709827, -73.89943670880076 40.862116912087124, -73.89841038446053 40.86229696653668, -73.89798099360551 40.86240254026471, -73.89737274749719 40.86243236448916, -73.89714379842572 40.86244506464692, -73.89773815487074 40.86135113691001, -73.89802453119111 40.860820461153175, -73.89822728950628 40.86044886452931, -73.89828973331741 40.860334421307286, -73.89859097230037 40.85976678300833, -73.89880457740884 40.859364271085, -73.89883814513767 40.859307308459144, -73.89866157595524 40.85924690166708, -73.89818244667526 40.85908368099802, -73.897357654358 40.85876273471901, -73.89636314620648 40.85837531893777, -73.89573924710176 40.85813820683806, -73.8946932643134 40.8594262826341, -73.89381026130847 40.85898656505171, -73.89321520814433 40.85987420599137, -73.89256392574062 40.86052272912856, -73.89141802377245 40.861662984143585, -73.89138023389366 40.86170058817732)))","2","Bronx","005","BX40","Fordham South","15,878.2719823","6,307,283.28349"
"MULTIPOLYGON (((-73.96131877946742 40.67140667602174, -73.9590472533902 40.67088226717384, -73.95797317206356 40.67065727416015, -73.95526963676046 40.670124904708885, -73.95327019766127 40.67000720501064, -73.95160495865642 40.66992371865669, -73.95050046450312 40.66986833169378, -73.94772996298518 40.66971344230637, -73.9477511016252 40.66949526597641, -73.94781857525871 40.66878375323523, -73.94504645732906 40.66861461622421, -73.94228420296571 40.66846142672354, -73.9395152078925 40.66829561595659, -73.93674947048251 40.668127371064934, -73.93682521696734 40.66731699339573, -73.9368680223888 40.66684982920711, -73.93690681087355 40.66642658994673, -73.93694519279035 40.665981296790505, -73.93698362315024 40.66553550744052, -73.9342242627906 40.66537774215054, -73.93145550070614 40.66523381803599, -73.92930683946 40.66511700667442, -73.92868404412495 40.66508602362198, -73.92869200637331 40.664962297624065, -73.92872204635329 40.66449556874313, -73.92905235486063 40.66435100773137, -73.92916752232945 40.664299532247824, -73.92940352967223 40.66419984608561, -73.92987364848729 40.66399077258953, -73.93068465531412 40.663620477414355, -73.93160743419713 40.66355672297092, -73.934374592887 40.66337281049898, -73.93455236793201 40.66336228568697, -73.9372637752944 40.66319183286341, -73.94002976934375 40.66302074215955, -73.9428289229376 40.6628474852223, -73.94269628925808 40.66405512957734, -73.94408198728838 40.66412857321882, -73.94489227642877 40.66417414314271, -73.94546293596932 40.664226103833386, -73.94816604130204 40.66408182206786, -73.9494063891042 40.66400530809628, -73.95097409963178 40.66390486794583, -73.95384851147836 40.66372780888406, -73.95720935372664 40.66351739769041, -73.95729172546329 40.664302632487995, -73.95787061986718 40.66427335765174, -73.95934422420424 40.66417564698429, -73.96033682828062 40.66410869793745, -73.96061544820435 40.66330274972943, -73.96095595360035 40.663285054495375, -73.96110886854875 40.66406232380925, -73.96125791590124 40.664801823000836, -73.96161627537096 40.666695215820326, -73.96180658663225 40.66768122691176, -73.96199657604627 40.66866286996408, -73.96211021092448 40.66919569751728, -73.96219447213569 40.66964103018968, -73.96252326611602 40.67137973864412, -73.96254108106305 40.67146011904373, -73.9625753142268 40.67164419822256, -73.96131877946742 40.67140667602174)))","3","Brooklyn","047","BK63","Crown Heights South","24,192.4330918","15,989,310.2898"
"MULTIPOLYGON (((-73.89560883315976 40.854570370230974, -73.8966244687847 40.852787589853556, -73.89708706539719 40.851968276643895, -73.8980859863584 40.850213123666265, -73.89887482625089 40.848811183059574, -73.8996705610235 40.847438024290476, -73.90020067808517 40.84647356024586, -73.90088731491011 40.84524136036471, -73.90107505667768 40.84490497936764, -73.90126635626886 40.84456221749696, -73.90131729946076 40.844473941627385, -73.90134404550933 40.84442875074653, -73.90268810076527 40.84458147245798, -73.90338651229433 40.844655295740445, -73.90410107339626 40.8447308220468, -73.90483122009964 40.84480034239129, -73.90483494180145 40.84475261843102, -73.9048421919216 40.84466544858212, -73.9048464510278 40.844589359532655, -73.90493735790974 40.843374894357055, -73.90501514932832 40.84240469850815, -73.90514893949718 40.842547195516794, -73.90586721980598 40.8425799873765, -73.90596061795418 40.84262870370795, -73.90684546595676 40.84266751167791, -73.90774413718204 40.8427021555322, -73.90865715720032 40.8427193701974, -73.90958727310361 40.842756374874284, -73.91046008353916 40.842791642757, -73.91043026421507 40.84310772875438, -73.91096872721322 40.84313621399935, -73.91175338066489 40.843179492241184, -73.9119181229674 40.84325788632615, -73.91211222122391 40.8432603423444, -73.91293803194937 40.84359755493318, -73.9130287700448 40.84364162147797, -73.91385799456228 40.843978794005466, -73.91474419411621 40.8443425041794, -73.91586647830994 40.844793925871706, -73.91611927060485 40.84485579283784, -73.916843095017 40.84507077920095, -73.91697152425206 40.84511524620118, -73.91558822848499 40.8451471534364, -73.91477436626033 40.84516543472858, -73.91416076320345 40.84517775503571, -73.91412710464286 40.84522891489812, -73.91397534745956 40.845429430727286, -73.91375168737036 40.84573554022618, -73.9136081978843 40.845941438580105, -73.91346470869583 40.84614733674915, -73.9131507469775 40.84657700410785, -73.91305693128447 40.84670883849934, -73.91236345652041 40.847683339172576, -73.91197263828367 40.84822959549603, -73.91167991141849 40.8486395199124, -73.91112232265606 40.849418098539644, -73.91069463623424 40.85001909891118, -73.91058169814023 40.85018159527933, -73.90921545603237 40.851800944634306, -73.9084173717849 40.852643822520555, -73.90733289607044 40.85381641421994, -73.90557007256785 40.85578732308481, -73.90472622197929 40.85537039519888, -73.90395154214674 40.85497392384553, -73.90298864591458 40.854773110019764, -73.90208001177464 40.8546225996505, -73.90185996053548 40.854586149875274, -73.90153703354667 40.85499464382646, -73.9013012659701 40.8553034901272, -73.90116590908646 40.855495674187814, -73.90085477186838 40.85593744042034, -73.9007792278194 40.85604710934673, -73.90060386021403 40.85598723780975, -73.8996715584492 40.85566890856945, -73.89877598564438 40.855363246901106, -73.89816577562901 40.855146376724434, -73.89863543778883 40.853906975531, -73.89831118599128 40.85406115061085, -73.89709926890316 40.85517229116381, -73.8964405260344 40.85490775956267, -73.89560883315976 40.854570370230974)))","2","Bronx","005","BX41","Mount Hope","18,935.1671775","14,718,300.0408"
"MULTIPOLYGON (((-73.89880698430372 40.65740666205009, -73.89891727380358 40.65739022462649, -73.89904180330794 40.65737165816654, -73.89948109262028 40.65732134377389, -73.89968548065788 40.65729793765791, -73.8998898685669 40.65727452127298, -73.90002679291601 40.65725384741763, -73.90029426148826 40.65720888261313, -73.90039486643697 40.65718420554948, -73.90048767144907 40.657148679420885, -73.9005749148484 40.657099946825376, -73.9006490472412 40.65704155829858, -73.90118559850258 40.65651455143452, -73.90230238234368 40.65578061115555, -73.90245383282549 40.655664366722135, -73.90261911444411 40.65555811063252, -73.90279641610013 40.655463210983996, -73.90298366696699 40.65538078171591, -73.90317858385535 40.65531163402535, -73.90414221377272 40.6551464208443, -73.9044614402579 40.655099535348846, -73.9048926188334 40.65503619998677, -73.90507059723407 40.65501006090969, -73.90556272779133 40.65493791043202, -73.90606783108284 40.65486385124223, -73.9069233428479 40.65473842024373, -73.907843463217 40.65459153030839, -73.90782538140171 40.65453360353546, -73.90780156957291 40.65443894906007, -73.90740035714164 40.65284399009251, -73.90821606874823 40.65231208674262, -73.90855790489292 40.65209593758785, -73.9093349935805 40.652808592175276, -73.90970013758425 40.654152947041396, -73.90972827502478 40.65425186396792, -73.90974279758235 40.65431111231064, -73.90975756103468 40.654367117175894, -73.90977962076485 40.65446625534847, -73.91012255671465 40.655851770942604, -73.91108323544448 40.65570239325497, -73.91199538352546 40.65556155955746, -73.91236458797104 40.65551356471436, -73.91314356256468 40.65622086360346, -73.91377943651081 40.65678367904222, -73.91402878134049 40.65700370985647, -73.91441247703337 40.657362419862544, -73.91556629581014 40.65839257180189, -73.91572803732257 40.65855012871297, -73.91707363401756 40.65974535428872, -73.91741819162333 40.660051191682996, -73.91818493134006 40.66072620869537, -73.91829936317008 40.66116125764433, -73.91860168079788 40.66111804905218, -73.91893607336056 40.66141601043486, -73.91920450952682 40.66165520003064, -73.91945727763171 40.661880785623886, -73.91959479875733 40.66199567969603, -73.91962719222593 40.66170805929834, -73.91966280863306 40.661405033292034, -73.9197439955316 40.660770973983624, -73.91990440401047 40.66033711683435, -73.91998634728164 40.66011546661725, -73.92008167084009 40.65985763386025, -73.9202131297657 40.65997544068493, -73.92090904206187 40.660599114950536, -73.92272843083464 40.662231232280995, -73.924549458639 40.66386259212098, -73.92637970573716 40.66551489178058, -73.92592201499619 40.66571503576269, -73.92546270193571 40.66591675187246, -73.92439099425668 40.666381423032036, -73.92424467205582 40.666445000464826, -73.92331039699403 40.66685346069712, -73.92323224500826 40.66688762728322, -73.92311978410062 40.6669367933025, -73.92303439411057 40.66697412563383, -73.92281106535839 40.66707176124434, -73.92275257109188 40.66709733265886, -73.9222156414538 40.66733344638969, -73.92187171165693 40.66748069084396, -73.9210198883361 40.66785269769965, -73.92014864243882 40.6682294836081, -73.92011464305908 40.66837600277114, -73.91999873688133 40.668409483557404, -73.91923062938862 40.66863136528499, -73.9183819120639 40.6690022471236, -73.91748266147965 40.66939223142432, -73.91713588931955 40.6695437641263, -73.91658460003501 40.669787549606724, -73.9165229607269 40.669814264626645, -73.91647163404474 40.66983650883616, -73.91586213194113 40.670100668666564, -73.9158036196073 40.67012602851006, -73.91572874524698 40.67015847780749, -73.91558467339784 40.67022136326598, -73.91553422511092 40.67024338347275, -73.91487246338686 40.67053222783596, -73.91461857770145 40.67064323808645, -73.9145448555872 40.6706754731446, -73.91403857223361 40.67089683987421, -73.91308574628748 40.67131022615779, -73.91221776904041 40.67168716240341, -73.91133533634397 40.67207645313634, -73.91115995539471 40.67215535069844, -73.91109867249729 40.67218291947353, -73.91104631035783 40.672204641761844, -73.91046305265645 40.67244660182827, -73.9103747399373 40.672483238082414, -73.91019287059996 40.672558685541645, -73.91014264981 40.67257951938024, -73.90995832913897 40.672655981235756, -73.90989833453568 40.67268086954384, -73.90954171974104 40.6728288028698, -73.90925438113011 40.672947998466825, -73.90841931623402 40.67331333242843, -73.90832954031686 40.67335530330166, -73.90827800929794 40.67337939334659, -73.90787711560519 40.673566808924136, -73.90746843044562 40.67376161457131, -73.90695655456348 40.673985259016774, -73.90629662087012 40.67426533306511, -73.90609438734381 40.674352932419005, -73.90582626769034 40.67446965420746, -73.90524012899405 40.67472494635049, -73.90450912323668 40.67505211066698, -73.90438792851468 40.675206746479134, -73.90428786738052 40.6752293553706, -73.90374374622871 40.67540683427367, -73.90347422329648 40.67550668364647, -73.90346228863545 40.67545791973035, -73.90344272414951 40.67537791863545, -73.90322131863171 40.674472913602514, -73.90296769050262 40.673439395301955, -73.9026600840573 40.672197179353084, -73.90228822514493 40.67093600690608, -73.90198218094027 40.6696700713873, -73.90166767850555 40.66841352901308, -73.9012657035389 40.66688065014422, -73.90085135615632 40.665345894844975, -73.9004165406878 40.663806527407395, -73.9005095773476 40.66379470578136, -73.90059097140556 40.663782168915006, -73.90071712044386 40.66376455299028, -73.90145114658556 40.663658364879076, -73.9010532978413 40.66212482153336, -73.90066118657573 40.660586158435024, -73.90014658414822 40.66065327776373, -73.89988908705811 40.66063980734405, -73.89972880449979 40.660704534678196, -73.89965233292297 40.660735416060035, -73.899217608447 40.659111403681464, -73.89883571461901 40.657525941934864, -73.89881834719712 40.65745381322927, -73.89880698430372 40.65740666205009)))","3","Brooklyn","047","BK81","Brownsville","27,300.7814185","32,730,860.9682"
