"ObjectID","Meter Number","Status","Pay By Cell Number","Meter_Hours","Parking_Facility_Name","Facility","Borough","On_Street","Side_of_Street","From_Street","To_Street","Latitude","Longitude","X","Y","Location"
"12522","3123030","Active","303092","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","5 AVENUE","W","52 STREET","53 STREET","40.64368716206","-74.01189089385","980,950.098123297","173,789.192169636","POINT (-74.0118908938479 40.643687162057)"
"579","4443087","Active","403532","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","108 STREET","W","LIBERTY AVENUE","107 AVENUE","40.68351043799","-73.83375814023","1,030,357.05409922","188,341.458340645","POINT (-73.8337581402284 40.6835104379921)"
"698","3113024","Active","334626","2HR Pas 0800-1900 Mon-Thur / 4Hr Pas 0800-1900 Fri",,"On Street","Brooklyn","13 AVENUE","E","45 STREET","46 STREET","40.63697527349","-73.98999100332","987,027.926518798","171,343.803687721","POINT (-73.9899910033194 40.6369752734925)"
"10963","1503009","Active","110699","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","EAST 125 STREET","N","MADISON AVENUE","PARK AVENUE","40.80555288871","-73.93998754633","1,000,863.95527714","232,767.36850439","POINT (-73.9399875463346 40.8055528887143)"
"1090","4383107","Inactive","441642","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","14 AVENUE","S","150 STREET","CLINTONVILLE STREET","40.78884622923","-73.81355987008","1,035,877.33997464","226,729.801183224","POINT (-73.8135598700849 40.7888462292345)"
"2499","1183057","Active","113010","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","EAST 78 STREET","S","5 AVENUE","MADISON AVENUE","40.77573315483","-73.96295872541","994,509.167461798","221,899.49063389","POINT (-73.9629587254056 40.7757331548317)"
"7282","2083069","Active","207823","2HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","WHITE PLAINS ROAD","E","ST OUEN STREET","PENFIELD STREET","40.90449106444","-73.84960085478","1,025,824.86139198","268,844.340969726","POINT (-73.8496008547828 40.904491064442)"
"3910","4173032","Active","402953","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","64 ROAD","W","SAUNDERS STREET","QUEENS BOULEVARD","40.72883791262","-73.86062597285","1,022,879.01262489","204,842.59889473","POINT (-73.8606259728537 40.7288379126172)"
"9494","1483128","Active","100492","3HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","BROADWAY","E","CEDAR STREET","LIBERTY STREET","40.70892550017","-74.01064891684","981,297.654842883","197,557.345420644","POINT (-74.0106489168449 40.7089255001748)"
"6414","1043016","Inactive","107773","2HR Pas Mon-Sat 0900-2200",,"On Street","Manhattan","2 AVENUE","w","EAST 30 STREET","EAST 31 STREET","40.7426004462","-73.97728395548","990,544.698684722","209,826.808414474","POINT (-73.9772839554827 40.7426004461955)"
"12864","4063138","Active","443331","2HR Pas Mon-Sat 0730-2200",,"On Street","Queens","37 AVENUE","N","MAIN STREET","138 STREET","40.76172913312","-73.83055964545","1,031,189.03012556","216,840.588678226","POINT (-73.8305596454548 40.761729133124)"
"3783","2073020","Active","204684","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","EAST GUN HILL ROAD","N","DEKALB AVENUE","ROCHAMBEAU AVENUE","40.88181213111","-73.87965359112","1,017,528.73625197","260,568.648859724","POINT (-73.8796535911241 40.8818121311092)"
"5905","3043087","Inactive","330292","Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,"On Street","Brooklyn","BEVERLEY ROAD","N","EAST 22 STREET","EAST 23 STREET","40.64475495078","-73.95601840082","996,455.359435558","174,181.056871474","POINT (-73.9560184008233 40.6447549507793)"
"7800","1323056","Active","104748","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","HUDSON STREET","W","VANDAM STREET","CHARLTON STREET","40.72705155541","-74.00745415028","982,183.945721224","204,161.130441397","POINT (-74.0074541502759 40.7270515554078)"
"11357","1403051","Active","103104","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 47 STREET","S","8 AVENUE","9 AVENUE","40.76095868715","-73.98888935395","987,327.95216547","216,514.687755227","POINT (-73.9888893539481 40.7609586871514)"
"3616","2293013","Active","205343","2HR Pas Mon-Sat 0730-1900",,"On Street","Bronx","BOSTON ROAD","E","GRACE AVENUE","EDSON AVENUE","40.88064773361","-73.84010801095","1,028,464.82363172","260,161.90492256","POINT (-73.8401080109546 40.8806477336069)"
"13947","1073018","Active","107053","3HR Com Mon-Sat 0800-1900",,"On Street","Manhattan","EAST 65 STREET","N","3 AVENUE","2 AVENUE","40.76511566492","-73.96325463024","994,428.834617227","218,031.151257724","POINT (-73.9632546302431 40.7651156649211)"
"9197","1433026","Active","105451","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 46 STREET","S","5 AVENUE","AVENUE OF THE AMERICAS","40.75684640155","-73.98107784273","989,492.277561218","215,016.818703726","POINT (-73.9810778427314 40.7568464015519)"
"1235","1264907","Active","109487","2HR Pas Mon-Sat 0830-2200",,"On Street","Manhattan","1 AVENUE","W","EAST 86 STREET","EAST 87 STREET","40.77710121957","-73.94934975552","998,278.098572224","222,399.809187055","POINT (-73.9493497555209 40.7771012195705)"
"6340","3029362","Active","338556","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","5 AVENUE","W","1 STREET","2 STREET","40.67382163334","-73.98253437258","989,094.78524597","184,768.280119553","POINT (-73.982534372583 40.6738216333437)"
"10849","2083040","Active","213731","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","EAST 233 STREET","S","BARNES AVENUE","BUSSING AVENUE","40.89223184311","-73.85400076152","1,024,616.03999072","264,375.750169396","POINT (-73.8540007615167 40.8922318431121)"
"11735","1023162","Active","102518","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","ESSEX STREET","E","GRAND STREET","BROOME STREET","40.7173375995","-73.9887250489","987,375.514734387","200,622.150314644","POINT (-73.9887250488957 40.7173375995001)"
"1542","1263098","Active","102990","3HR Com Mon-Sat 1000-1600",,"On Street","Manhattan","EAST 61 STREET","S","ED KOCH QUEENSBORO BRIDGE EXIT","1 AVENUE","40.7610074783","-73.96153773739","994,905.088257894","216,534.60799098","POINT (-73.9615377373889 40.7610074782952)"
"7330","4413136","Active","403814","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","41 AVENUE","S","80 STREET","81 STREET","40.7458213474","-73.88470486552","1,016,197.14836398","211,020.493691146","POINT (-73.8847048655211 40.7458213473989)"
"15374","4093045","Active","400509","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","WEIRFIELD STREET","N","CYPRESS AVENUE","SENECA AVENUE","40.69980032202","-73.90321089041","1,011,087.83935688","194,247.417329222","POINT (-73.9032108904117 40.6998003220167)"
"1984","1443203","Active","102077","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","EAST 33 STREET","N","3 AVENUE","2 AVENUE","40.74494212722","-73.97821861534","990,285.488901302","210,679.891682059","POINT (-73.9782186153361 40.7449421272209)"
"8447","2013007","Active","207025","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","DAVIDSON AVENUE","W","WEST 184 STREET","WEST FORDHAM ROAD","40.86247309803","-73.90254785271","1,011,205.75250688","253,514.810605228","POINT (-73.9025478527111 40.8624730980263)"
"13363","5023019","Inactive","510603","1HR Pas Mon-Sat 0800-1900",,"On Street","Staten Island","HYATT STREET","S","BAY STREET","CENTRAL AVENUE","40.64184878899","-74.07619409753","963,104.412029967","173,128.395262897","POINT (-74.0761940975288 40.64184878899)"
"12988","1483089","Active","116109","3HR Com Mon-Sat 0700-1800",,"On Street","Manhattan","FULTON STREET","S","PEARL STREET","PEARL STREET","40.70759681279","-74.00423096734","983,076.967557222","197,073.113449484","POINT (-74.0042309673375 40.7075968127901)"
"7778","4152013","Active","412854","12HR Pas Mon-Sat 0700-1900",,"On Street","Queens","SKILLMAN AVENUE","W","47 AVENUE","27 STREET","40.74436071797","-73.94061718182","1,000,704.75940131","210,472.89275223","POINT (-73.9406171818191 40.744360717969)"
"12770","3063200","Active","321482","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","GRAVESEND NECK ROAD","S","EAST 14 STREET","EAST 15 STREET","40.59469384583","-73.95613456752","996,432.255151048","155,942.46309939","POINT (-73.9561345675218 40.5946938458299)"
"13117","2203048","Active","221240","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","WHEELER AVENUE","W","WESTCHESTER AVENUE","EAST 172 STREET","40.82871799948","-73.8802112614","1,017,400.97994581","241,224.2275749","POINT (-73.8802112614028 40.8287179994843)"
"6325","2323236","Active","214434","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","MORRIS PARK AVENUE","N","BARNES AVENUE","MATTHEWS AVENUE","40.84609893464","-73.86231240827","1,022,344.44742106","247,564.020997643","POINT (-73.8623124082701 40.8460989346384)"
"9731","1433760","Active","107260","1HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","MADISON AVENUE","W","EAST 46 STREET","EAST 47 STREET","40.75564907686","-73.97731130034","990,535.889975309","214,580.842213482","POINT (-73.9773113003383 40.7556490768635)"
"5715","1433935","Active","102115",,,,"Manhattan","East 50th Street","S","Lexington Avenue","3rd Avenue","40.75607858857","-73.97148652201","992,149.590159968","214,737.798920557","POINT (-73.9714865220123 40.756078588565)"
"4958","4303003","Active","406266","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","HILLSIDE AVENUE","S","BRADDOCK AVENUE","MANOR ROAD","40.73047282987","-73.74321728253","1,055,418.27759872","205,511.830823973","POINT (-73.7432172825342 40.7304728298723)"
"8069","3573028","Active","321171","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","NOSTRAND AVENUE","E","AVENUE Y","AVENUE Z","40.59032964834","-73.93980325872","1,000,968.85861064","154,355.169686064","POINT (-73.9398032587211 40.5903296483395)"
"6678","3073081","Active","311684","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","20 AVENUE","E","85 STREET","86 STREET","40.60491176203","-73.99784029263","984,849.69957605","159,662.068849146","POINT (-73.9978402926317 40.6049117620253)"
"15244","1443226","Active","106301","3HR Com Mon-Fri 1000-1600 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 33 STREET","S","AVENUE OF THE AMERICAS","7 AVENUE","40.74950469577","-73.98927044972","987,222.889383465","212,341.613424227","POINT (-73.9892704497226 40.7495046957738)"
"8315","1023151","Active","116179","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","DIVISION STREET","S","ALLEN STREET","ORCHARD STREET","40.71437620835","-73.99225404205","986,397.342478141","199,543.119008139","POINT (-73.992254042048 40.7143762083546)"
"7143","4013051","Active","412320","2HR Pas Mon-Sat 0800-2200",,"On Street","Queens","QUEENS BOULEVARD","S","43 STREET","44 STREET","40.7431964125","-73.92101438148","1,006,137.00411423","210,052.989392564","POINT (-73.9210143814751 40.7431964125017)"
"3832","1463022","Active","102054","3HR Com Mon-Fri 0600-1400 /2HR Pas Mon-Fri 1400-2400 /2HR Pas Sat 0600-2400",,"On Street","Manhattan","WASHINGTON STREET","E","LITTLE WEST 12 STREET","WEST 13 STREET","40.74053861024","-74.00769696444","982,117.07708855","209,074.893579721","POINT (-74.0076969644411 40.7405386102387)"
"875","3043098","Active","311501","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","ALBEMARLE ROAD","S","FLATBUSH AVENUE","BEDFORD AVENUE","40.6477305357","-73.95788679373","995,936.339476228","175,264.889021397","POINT (-73.9578867937349 40.6477305357021)"
"13588","3249865","Active","312175","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","VANDERBILT AVENUE","W","ST MARKS AVENUE","PROSPECT PLACE","40.6780879527","-73.96881441541","992,900.006638139","186,323.67923972","POINT (-73.9688144154076 40.6780879527023)"
"12265","4343148","Inactive","423204","2 HR Pas Mon-Sat 1000-1900",,"On Street","Queens","NORTHERN BOULEVARD","N","43 STREET","35 AVENUE","40.75356312158","-73.91967357172","1,006,505.0804778","213,830.25086689","POINT (-73.9196735717234 40.7535631215791)"
"2158","4122410","Active","400656","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","76 STREET","W","37 ROAD","ROOSEVELT AVENUE","40.74726687803","-73.88966823608","1,014,821.18458048","211,545.375187308","POINT (-73.8896682360783 40.7472668780327)"
"2841","1058353","Active","108850","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","BROADWAY","E","WEST 179 STREET","WEST 180 STREET","40.84928553958","-73.93653247368","1,001,808.91926648","248,701.443919644","POINT (-73.9365324736769 40.8492855395812)"
"1144","3403119","Active","326094","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","FULTON STREET","S","THROOP AVENUE","ALBANY AVENUE","40.67979128576","-73.93959019222","1,001,005.55768423","186,948.490326062","POINT (-73.939590192217 40.6797912857638)"
"11134","2293066","Active","213463","2 HR Pas Mon-Sat 0900-1900",,,"Bronx","East Gunhill Road","S","Bronxwood Ave","Colden Avenue","40.87520059052","-73.85986884611","1,023,003.55305822","258,167.938438058","POINT (-73.8598688461138 40.8752005905187)"
"5610","1433054","Active","105184","3HR Com Mon-Fri 1000-1600 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 43 STREET","S","5 AVENUE","AVENUE OF THE AMERICAS","40.75537406742","-73.98340847845","988,846.689613551","214,480.268595725","POINT (-73.9834084784541 40.7553740674155)"
"2116","5053297","Active","501249","2HR Pas Mon-Sat 0900-1700",,"On Street","Staten Island","10 STREET","N","NEW DORP LANE","CODDINGTON AVENUE","40.57257050902","-74.11430727684","952,494.21048139","147,900.046441481","POINT (-74.1143072768372 40.5725705090184)"
"3483","3343022","Active","305399","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","VOORHIES AVENUE","N","SHEEPSHEAD BAY ROAD","EAST 18 STREET","40.586028573","-73.95151446591","997,717.091492131","152,786.161997303","POINT (-73.9515144659144 40.5860285730043)"
"5054","1433777","Inactive","105289","3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400",,"On Street","Manhattan","AVENUE OF THE AMERICAS","W","WEST 47 STREET","WEST 48 STREET","40.75851080547","-73.9815643704","989,357.36018014","215,623.186585471","POINT (-73.981564370397 40.7585108054652)"
"13940","1443559","Inactive","105386","3HR Com Mon-Fri 0800-1900",,"On Street","Manhattan","WEST 25 STREET","S","AVENUE OF THE AMERICAS","7 AVENUE","40.74489405397","-73.99367581952","986,002.393136799","210,661.689946815","POINT (-73.9936758195207 40.7448940539746)"
"5146","1173003","Inactive","101952","2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0900-2200",,"On Street","Manhattan","CENTRAL PARK SOUTH","N","GRAND ARMY PLAZA","AVENUE OF THE AMERICAS","40.76489996769","-73.97414493759","991,412.133957714","217,951.487703145","POINT (-73.9741449375879 40.7648999676864)"
"7422","3193091","Active","334092","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BROADWAY","E","GATES AVENUE","PALMETTO STREET","40.68930205092","-73.92158305569","1,005,997.00144146","190,417.494542897","POINT (-73.9215830556867 40.6893020509241)"
"5222","1433060","Inactive","105079","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 51 STREET","N","5 AVENUE","AVENUE OF THE AMERICAS","40.76029711251","-73.97931594586","989,980.104341477","216,274.135742888","POINT (-73.9793159458559 40.7602971125056)"
"1763","2203008","Active","220792","2HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","WESTCHESTER AVENUE","N","BOYNTON AVENUE","WARD AVENUE","40.82879703815","-73.87779133196","1,018,070.64363272","241,253.94930023","POINT (-73.877791331962 40.8287970381533)"
"8546","3433010","Active","320028","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","EAST 95 STREET","E","WILLMOHR STREET","CHURCH AVENUE","40.65539607292","-73.9165573397","1,007,402.52618948","178,065.873904973","POINT (-73.9165573396968 40.6553960729246)"
"2516","2033007","Active","201995","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","WESTCHESTER AVENUE","S","HOE AVENUE","FAILE STREET","40.8254557188","-73.89015281418","1,014,651.19312255","240,032.054106221","POINT (-73.8901528141809 40.8254557187957)"
"12729","2053020","Active","215132","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","EAST TREMONT AVENUE","S","CROTONA PARKWAY","HONEYWELL AVENUE","40.84228117117","-73.88494797554","1,016,083.62660939","246,164.032655895","POINT (-73.8849479755363 40.8422811711698)"
"3255","4233140","Active","426966","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","33 STREET","W","BROADWAY","34 AVENUE","40.76102165332","-73.92402821657","1,005,296.23479839","216,546.559738725","POINT (-73.924028216572 40.761021653317)"
"10749","3543078","Active","308144","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","AVENUE X","N","EAST 2 STREET","EAST 3 STREET","40.59083335092","-73.9681713089","993,089.937032551","154,534.542686895","POINT (-73.9681713089049 40.5908333509171)"
"2101","2233013","Active","212383","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","ALLERTON AVENUE","N","PAULDING AVENUE","HONE AVENUE","40.86557309223","-73.85837351676","1,023,422.76022506","254,660.932000637","POINT (-73.8583735167637 40.8655730922297)"
"6102","4081965","Active","403118","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","164 STREET","E","89 AVENUE","JAMAICA AVENUE","40.70615165453","-73.79625046058","1,040,740.5769673","196,612.268570647","POINT (-73.7962504605816 40.7061516545335)"
"3414","3593017","Active","334385","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","UTICA AVENUE","W","AVENUE H","AVENUE I","40.63118719233","-73.92830139152","1,004,151.16753472","169,243.035907641","POINT (-73.9283013915195 40.6311871923282)"
"14328","1113051","Active","101975","2HR Com Mon-Fri 0700-1400 / 2HR Pas Mon-Fri 1400-2200 / 2HR Pas Sat 0700-2200",,"On Street","Manhattan","CHURCH STREET","W","READE STREET","DUANE STREET","40.71579057683","-74.00739037146","982,201.277051389","200,058.408003807","POINT (-74.0073903714597 40.715790576834)"
"1271","3333048","Active","320435","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","QUENTIN ROAD","N","HENDRICKSON STREET","EAST 45 STREET","40.61778396148","-73.93206346656","1,003,110.72703031","164,359.052565396","POINT (-73.9320634665597 40.6177839614781)"
"10530","1113113","Active","104118","2HR Pas Mon-Sat 0700-1900",,"On Street","Manhattan","CHURCH STREET","E","WORTH STREET","LEONARD STREET","40.71737297778","-74.00588740598","982,617.960601225","200,634.893399388","POINT (-74.0058874059845 40.7173729777783)"
"1852","3543048","Active","316017","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","WEST 8 STREET","E","AVENUE T","AVENUE U","40.59648347349","-73.97940677304","989,968.973130137","156,592.092049479","POINT (-73.9794067730396 40.5964834734896)"
"9146","1294858","Active","105219","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","YORK AVENUE","W","EAST 77 STREET","EAST 78 STREET","40.77034086857","-73.95132284594","997,732.999924883","219,936.47749956","POINT (-73.9513228459355 40.7703408685729)"
"1773","1453016","Active","105363","3HR Com Mon-Fri 0800-1800",,"On Street","Manhattan","WEST 22 STREET","N","5 AVENUE","AVENUE OF THE AMERICAS","40.74116162176","-73.99061709305","986,850.093869224","209,301.921997055","POINT (-73.9906170930525 40.7411616217578)"
"12494","2013163","Active","206375","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","DECATUR AVENUE","W","EAST FORDHAM ROAD","EAST 193 STREET","40.86224863754","-73.89149321665","1,014,263.6200788","253,436.625722229","POINT (-73.8914932166506 40.8622486375356)"
"5099","1453286","Active","106526","3HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","5 AVENUE","W","EAST 20 STREET","EAST 21 STREET","40.73999227605","-73.9908268282","986,792.018854141","208,875.886103719","POINT (-73.9908268282001 40.7399922760534)"
"1260","2243007","Active","207703","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","WEST 238 STREET","N","FIELDSTON ROAD","RIVERDALE AVENUE","40.88776316512","-73.90690159242","1,009,991.69391139","262,727.669147983","POINT (-73.9069015924187 40.8877631651166)"
"12539","1113116","Active","103119","3HR Com Mon-Sat 0700-1900 / 5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","WEST BROADWAY","W","LEONARD STREET","FRANKLIN STREET","40.71880247224","-74.00709021969","982,284.572488472","201,155.726675317","POINT (-74.00709021969 40.7188024722393)"
"13007","1023161","Active","102426","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","EAST BROADWAY","N","CANAL STREET","JEFFERSON STREET","40.71422170614","-73.98903191936","987,290.589707389","199,486.924566731","POINT (-73.9890319193611 40.7142217061399)"
"14153","2203056","Active","200935","2HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","EVERGREEN AVENUE","W","WATSON AVENUE","WESTCHESTER AVENUE","40.82811579463","-73.88103062593","1,017,174.52272156","241,004.513447389","POINT (-73.8810306259307 40.8281157946251)"
"12405","4383129","Inactive","448468","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","14 AVENUE","N","150 STREET","CLINTONVILLE STREET","40.78914405555","-73.81270033889","1,036,115.12132323","226,838.817041308","POINT (-73.8127003388896 40.7891440555545)"
"8678","1443393","Active","103233","3HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","WEST 30 STREET","S","7 AVENUE","8 AVENUE","40.74900297609","-73.99383890216","985,957.098607972","212,158.698763803","POINT (-73.9938389021575 40.7490029760908)"
"3123","4323106","Active","431357","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","QUEENS BOULEVARD","E","MAIN STREET","84 DRIVE","40.70919736316","-73.81885327788","1,034,471.54783872","197,708.141706973","POINT (-73.8188532778763 40.7091973631629)"
"2947","3193014","Active","330510","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","VARET STREET","S","GRAHAM AVENUE","HUMBOLDT STREET","40.70304787705","-73.94212137563","1,000,297.8980103","195,421.073118389","POINT (-73.9421213756331 40.7030478770457)"
"12398","4253104","Active","421850","2HR Pas Mon-Sat 0930-1900",,"On Street","Queens","LINDEN BOULEVARD","S","EVERITT PLACE","FARMERS BOULEVARD","40.69163223978","-73.76279948369","1,050,029.33037139","191,345.777135149","POINT (-73.7627994836859 40.6916322397772)"
"13751","3063175","Active","320376","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","HARING STREET","W","AVENUE T","AVENUE U","40.6007373311","-73.9409917095","1,000,636.22771423","158,146.728047803","POINT (-73.9409917094997 40.6007373310955)"
"2991","2233046","Active","214515","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","WHITE PLAINS ROAD","E","BURKE AVENUE","ROSEWOOD STREET","40.87188813721","-73.86704017139","1,021,022.1419948","256,957.990726724","POINT (-73.8670401713939 40.871888137208)"
"318","4063023","Active","434977","2HR Pas Mon-Sat 0700-1900",,"On Street","Queens","NORTHERN BOULEVARD","N","NORTHERN BOULEVARD","MAIN STREET","40.76301698174","-73.83301105869","1,030,509.0364068","217,308.489317223","POINT (-73.8330110586927 40.7630169817354)"
"10888","5053273","Active","518273","2HR Pas Mon-Sat 0900-1700",,"On Street","Staten Island","NEW DORP PLAZA","S","JACQUES AVENUE","NEW DORP LANE","40.57418633691","-74.11582662574","952,072.897675723","148,489.286404729","POINT (-74.1158266257408 40.574186336906)"
"6802","4072193","Active","416007","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","36 STREET","W","BROADWAY","34 AVENUE","40.75793770483","-73.92321798144","1,005,521.67660472","215,423.172549814","POINT (-73.9232179814376 40.7579377048267)"
"2378","1283023","Active","112482","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","WEST 116 STREET","N","5 AVENUE","LENOX AVENUE","40.80179958154","-73.94893050146","998,388.96908538","231,398.337121725","POINT (-73.94893050146 40.8017995815392)"
"13348","2083003","Active","212069","2HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","BRONX BOULEVARD","W","EAST 236 STREET","EAST 237 STREET","40.89764253503","-73.85939635253","1,023,121.09777063","266,344.6438694","POINT (-73.8593963525264 40.897642535027)"
"6941","1433347","Active","104604","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","EAST 50 STREET","N","5 AVENUE","MADISON AVENUE","40.75826754002","-73.97644816647","990,774.764169469","215,534.896735817","POINT (-73.9764481664726 40.7582675400225)"
"651","1483062","Inactive","100032","3HR Com Mon-Fri 0700-1900",,"On Street","Manhattan","WATER STREET","E","BROAD STREET","HANOVER SQUARE","40.70306614639","-74.01074468372","981,270.842232466","195,422.610188812","POINT (-74.0107446837204 40.7030661463925)"
"949","1483032","Active","100041","3HR Com Mon-Fri 0700-1900",,"On Street","Manhattan","MAIDEN LANE","N","WILLIAM STREET","GOLD STREET","40.70778886527","-74.00780490468","982,086.102412969","197,143.152023315","POINT (-74.0078049046766 40.7077888652743)"
"11489","3503037","Active","310622","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","EAST 3 STREET","E","CHURCH AVENUE","BEVERLEY ROAD","40.64341678629","-73.97735749893","990,533.659992889","173,691.275042638","POINT (-73.9773574989259 40.643416786288)"
"12793","4283001","Active","453449","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","45 AVENUE","S","147 STREET","149 STREET","40.75551746803","-73.81481765627","1,035,554.71561989","214,586.308409899","POINT (-73.8148176562658 40.7555174680317)"
"9805","4413108","Active","459751","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","43 AVENUE","S","ITHACA STREET","HAMPTON STREET","40.74319423342","-73.87473065817","1,018,962.27013031","210,067.148156896","POINT (-73.8747306581728 40.7431942334234)"
"5271","1453026","Active","103099","3HR Com Mon-Fri 0800-1900",,"On Street","Manhattan","EAST 22 STREET","N","PARK AVENUE SOUTH","LEXINGTON AVENUE","40.73933338817","-73.98629225216","988,048.653151885","208,635.996491641","POINT (-73.9862922521596 40.739333388168)"
"13223","3123121","Active","303931","2HR Pas Mon-Sat 0800-2200",,"On Street","Brooklyn","8 AVENUE","W","68 STREET","BAY RIDGE AVENUE","40.63072208878","-74.01462141935","980,191.547803134","169,065.780356646","POINT (-74.0146214193481 40.6307220887756)"
"4669","3333006","Active","320689","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","FLATBUSH AVENUE","E","SCHENECTADY AVENUE","EAST 48 STREET","40.61571095118","-73.92910031754","1,003,933.97571188","163,604.452696636","POINT (-73.9291003175428 40.615710951175)"
"2802","3383095","Inactive","338038","1HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","FLATLANDS AVENUE","S","EAST 80 STREET","EAST 81 STREET","40.63572362952","-73.91276325165","1,008,462.39513272","170,899.693683565","POINT (-73.912763251653 40.6357236295225)"
"13298","1113069","Active","116284","3HR Pas Mon-Fri 1800-2200 / 3HR Pas Sat 1000-2200",,"On Street","Manhattan","PEARL STREET","E","FLETCHER STREET","PLATT STREET","40.70713349062","-74.0060146317","982,582.436394051","196,904.340164974","POINT (-74.0060146316991 40.7071334906234)"
