"ObjectID","Meter Number","Status","Pay By Cell Number","Meter_Hours","Parking_Facility_Name","Facility","Borough","On_Street","Side_of_Street","From_Street","To_Street","Latitude","Longitude","X","Y","Location"
"101","4193078","Active","467170","2HR Pas Mon-Sat 0830-1800",,"On Street","Queens","104 STREET","E","46 AVENUE","47 AVENUE","40.74591756635","-73.85959936168","1,023,153.57506789","211,065.702262148","POINT (-73.8595993616844 40.745917566352)"
"2120","4083019",,"445804",,,,"Queens","Hillside Avenue","S","169 Street","170 Street","40.71088043686","-73.79226815182","1,041,840.60429481","198,337.694909811","POINT (-73.7922681518164 40.7108804368644)"
"5481","3149815","Active","303078","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","5 AVENUE","W","10 STREET","11 STREET","40.66828351939","-73.98715101363","987,814.472517893","182,750.366176397","POINT (-73.9871510136252 40.6682835193924)"
"14222","4122334","Active","467422","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","ROOSEVELT AVENUE","N","89 STREET","CASE STREET","40.74842379793","-73.87698654486","1,018,334.48628089","211,971.558061972","POINT (-73.8769865448588 40.7484237979294)"
"2164","1043004","Active","104465","2HR Pas Mon-Sat 0830-2200",,"On Street","Manhattan","2 AVENUE","E","EAST 20 STREET","EAST 21 STREET","40.73617485176","-73.98203631845","989,228.281698138","207,485.455157563","POINT (-73.9820363184475 40.7361748517639)"
"7893","4072172","Active","426975","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","35 AVENUE","N","37 STREET","38 STREET","40.75574478048","-73.9232787568","1,005,505.5391698","214,624.204331473","POINT (-73.9232787568004 40.7557447804838)"
"7951","3183087","Active","300674",,,,"Brooklyn","Bergen St","South","Smith St","Court St","40.68769562128","-73.99309066322","986,166.180210799","189,822.566926971","POINT (-73.9930906632185 40.6876956212845)"
"8751","3123044","Active","310075","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","51 STREET","S","4 AVENUE","5 AVENUE","40.64465025129","-74.01115892963","981,153.27389805","174,140.045142472","POINT (-74.0111589296345 40.6446502512877)"
"1412","3103004","Active","310707","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","18 AVENUE","W","62 STREET","63 STREET","40.62046526291","-73.98894088143","987,320.139845133","165,328.801282063","POINT (-73.9889408814342 40.6204652629148)"
"8399","4512473","Active","434431","2HR Pas Mon-Sat 0730-1900",,"On Street","Queens","KISSENA BOULEVARD","W","71 AVENUE","71 AVENUE","40.72984751474","-73.81522271574","1,035,462.22203848","205,233.710973397","POINT (-73.8152227157436 40.7298475147443)"
"8608","4152111","Active","429750","2HR Pas Mon-Sat 0700-1900",,"On Street","Queens","QUEENS MIDTOWN TUNNEL","E","LONG ISLAND EXPWY ET 13 EB","QUEENS MIDTOWN TUNNEL","40.74138569238","-73.95443982786","996,875.119422808","209,386.702011228","POINT (-73.9544398278627 40.7413856923775)"
"646","4512460","Active","452394","2HR Pas Mon-Fri 0900-1900",,"On Street","Queens","72 DRIVE","S","72 CRESCENT","MAIN STREET","40.72523167271","-73.82138570383","1,033,757.54139271","203,548.476811066","POINT (-73.8213857038262 40.7252316727091)"
"13951","3483009","Active","310362","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","KINGS HIGHWAY","N","WEST 5 STREET","WEST 4 STREET","40.60492850664","-73.97772883152","990,434.174299464","159,668.948100477","POINT (-73.9777288315235 40.6049285066426)"
"893","4723025","Active","469250","15HR Pas Mon-Sat 0700-2200","Sunnyside","Off Street","Queens","QUEENS BOULEVARD","S","35 STREET","36 STREET","40.7443154556","-73.92937625707","1,003,819.59077005","210,458.713646725","POINT (-73.9293762570688 40.7443154556037)"
"70","1058404","Active","113249","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","BROADWAY","W","WEST 173 STREET","WEST 174 STREET","40.84482724511","-73.93893475908","1,001,145.43568531","247,076.646644309","POINT (-73.9389347590777 40.8448272451119)"
"10823","1433392","Active","104182","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 55 STREET","S","BROADWAY","8 AVENUE","40.7648663885","-73.98264240766","989,058.24463664","217,938.673096225","POINT (-73.9826424076626 40.7648663884967)"
"5386","3073099","Active","312399","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BAY 22 STREET","W","86 STREET","BENSON AVENUE","40.60529722366","-73.99997431222","984,257.132847801","159,802.495077476","POINT (-73.9999743122165 40.6052972236626)"
"5811","4443041","Active","418081","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","107 STREET","E","103 AVENUE","LIBERTY AVENUE","40.68367828952","-73.83436631052","1,030,188.26309822","188,402.291880399","POINT (-73.8343663105206 40.683678289516)"
"7376","3143021","Active","330955","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","4 AVENUE","E","2 STREET","3 STREET","40.67420669294","-73.98532118008","988,321.730033562","184,908.42649281","POINT (-73.9853211800838 40.6742066929429)"
"5660","1443326","Active","106406","3HR Com Mon-Sat 0700-1300 / 5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","MADISON AVENUE","W","EAST 37 STREET","EAST 38 STREET","40.75015402494","-73.98131202176","989,427.919750303","212,578.555207565","POINT (-73.9813120217636 40.7501540249356)"
"14978","3073016","Active","322125","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","86 STREET","S","BAY 32 STREET","23 AVENUE","40.60082090306","-73.99216611154","986,425.418537468","158,171.753588304","POINT (-73.9921661115422 40.6008209030575)"
"9930","1353034","Active","105294","3HR Com Mon-Sat 0700-1600 / 2HR Pas Mon-Sat 1600-2200",,"On Street","Manhattan","10 AVENUE","E","WEST 22 STREET","WEST 23 STREET","40.74732814842","-74.00430954263","983,055.894764721","211,548.474590555","POINT (-74.0043095426334 40.7473281484237)"
"11867","1083071","Active","111643","2HR Pas Mon-Sat 0800-2200",,"On Street","Manhattan","BROADWAY","E","WEST 83 STREET","WEST 84 STREET","40.78662079661","-73.97770435577","990,424.122154221","225,864.844251722","POINT (-73.9777043557725 40.786620796606)"
"12929","3013038","Active","342527","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","ATLANTIC AVENUE","N","HICKS STREET","HENRY STREET","40.69113572292","-73.99727138571","985,006.693028465","191,075.832793146","POINT (-73.9972713857054 40.69113572292)"
"2200","1243068","Active","106844","3HR Com Mon-Sat 0800-1600 / 2HR PasMon-Sat 1600-2200",,"On Street","Manhattan","BAXTER STREET","E","BAYARD STREET","WHITE STREET","40.71642087129","-73.99994588294","984,265.001926556","200,287.957085401","POINT (-73.9999458829422 40.7164208712944)"
"8063","1443032","Active","103599","3HR Com Mon-Fri 0800-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 38 STREET","S","7 AVENUE","8 AVENUE","40.75449125614","-73.99127607817","986,666.999091059","214,158.316811815","POINT (-73.9912760781714 40.7544912561355)"
"3022","4512484","Active","440474","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","PARSONS BOULEVARD","E","75 ROAD","76 AVENUE","40.72561074523","-73.81059593259","1,036,747.90056947","203,692.866614148","POINT (-73.8105959325925 40.7256107452327)"
"13651","5043011","Active","511448","2HR Pas Mon-Sat 0900-1800",,"On Street","Staten Island","OAKLAND AVENUE","E","FOREST AVENUE","MORRISON AVENUE","40.62974570439","-74.10991443076","953,740.727017224","168,728.859770641","POINT (-74.1099144307615 40.6297457043915)"
"8537","4093079","Active","410418","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","MADISON STREET","N","MYRTLE AVENUE","CYPRESS AVENUE","40.70008520682","-73.90816222583","1,009,714.81684047","194,349.731100976","POINT (-73.9081622258298 40.7000852068231)"
"5438","1473027","Active","102683","3HR Com Mon-Fri 0700-1800 / 2HR Pas Mon-Fri 1800-2200 / 2HR Pas Sat 0800-2200",,"On Street","Manhattan","BROADWAY","E","BLEECKER STREET","BOND STREET","40.72681654736","-73.9955049581","985,495.887588143","204,075.45377548","POINT (-73.9955049580999 40.7268165473601)"
"1323","5053334","Active","501723","2HR Pas Mon-Sat 0800-1900",,"On Street","Staten Island","GUYON AVENUE","E","AMBOY ROAD","NORTH RAILROAD AVENUE","40.5648204111","-74.12760684928","948,795.335661307","145,081.60030672","POINT (-74.1276068492848 40.5648204110997)"
"1666","1433093","Active","104456","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 56 STREET","N","5 AVENUE","AVENUE OF THE AMERICAS","40.76288949828","-73.97575526237","990,966.259193301","217,218.8799164","POINT (-73.9757552623725 40.7628894982843)"
"5510","4193013","Active","465414","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","103 STREET","E","37 AVENUE","39 AVENUE","40.75106154402","-73.86324440616","1,022,140.64566331","212,938.218530223","POINT (-73.8632444061608 40.7510615440206)"
"5687","4122286","Active","467844","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","ROOSEVELT AVENUE","S","72 STREET","73 STREET","40.74664554117","-73.89274129771","1,013,969.96548238","211,317.944867894","POINT (-73.8927412977073 40.7466455411737)"
"1037","2162845","Inactive","222730","Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,"On Street","Bronx","BRUCKNER BOULEVARD","S","SWINTON AVENUE","QUINCY AVENUE","40.83130624008","-73.83075216104","1,031,086.72094697","242,189.798806474","POINT (-73.8307521610365 40.8313062400775)"
"9983","4233167","Inactive","425437","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","31 STREET","W","NEWTOWN AVENUE","30 AVENUE","40.7671712695","-73.9212930503","1,006,051.93637097","218,787.735702559","POINT (-73.9212930503007 40.7671712695018)"
"2823","1264982","Active","106175","3HR Com Mon-Sat 0800-1500",,"On Street","Manhattan","2 AVENUE","E","EAST 64 STREET","EAST 65 STREET","40.76392818382","-73.96179628616","994,832.999163225","217,598.685587227","POINT (-73.9617962861577 40.7639281838202)"
"7305","1273065","Inactive","111062","3HR Com Mon-Fri 0700-1000 / 2HR Pas Mon-Fri 1000-1900 / 2HR Pas Sat 0900-1900",,"On Street","Manhattan","LEXINGTON AVENUE","E","EAST 93 STREET","EAST 94 STREET","40.78414778721","-73.95208216818","997,519.924891725","224,966.686271146","POINT (-73.9520821681808 40.7841477872124)"
"14853","2073092","Active","211776","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","WEBSTER AVENUE","W","EAST 204 STREET","EAST 205 STREET","40.87254048175","-73.87551296684","1,018,678.52036972","257,192.221885562","POINT (-73.8755129668355 40.8725404817476)"
"10008","4443039","Active","418083","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","108 STREET","W","103 AVENUE","LIBERTY AVENUE","40.68397101244","-73.8336574469","1,030,384.66263981","188,509.311679482","POINT (-73.8336574468997 40.6839710124397)"
"9132","1453222","Active","105279","30Min Com Mon-Sat 0600-2200",,"On Street","Manhattan","WEST 14 STREET","S","5 AVENUE","AVENUE OF THE AMERICAS","40.73670618324","-73.99548248762","985,501.929898888","207,678.557789728","POINT (-73.9954824876169 40.7367061832389)"
"2631","3063023","Active","318845","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","AVENUE Z","N","EAST 7 STREET","CONEY ISLAND AVENUE","40.58732783398","-73.96069073872","995,168.12513338","153,258.238152891","POINT (-73.9606907387151 40.5873278339836)"
"13053","2073051","Active","211626","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","JEROME AVENUE","E","EAST 208 STREET","EAST GUN HILL ROAD","40.88165933376","-73.88227997696","1,016,802.55135264","260,511.991820812","POINT (-73.8822799769624 40.8816593337585)"
"6086","4081898","Active","426822","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","89 AVENUE","N","153 STREET","BURDETTE PLACE","40.70539715759","-73.80312681553","1,038,834.69429614","196,333.023722306","POINT (-73.80312681553 40.7053971575893)"
"13267","1443546","Inactive","103244","2HR Pas Mon-Sat 0800-1500",,"On Street","Manhattan","EAST 25 STREET","N","PARK AVENUE SOUTH","LEXINGTON AVENUE","40.74140324443","-73.9851372078","988,368.607892558","209,390.162962317","POINT (-73.9851372078045 40.7414032444258)"
"3874","3333004","Inactive","322665","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","FLATBUSH AVENUE","E","EAST 51 STREET","AVENUE T","40.61230313512","-73.92499504357","1,005,074.79134364","162,363.845925897","POINT (-73.9249950435686 40.6123031351245)"
"10918","1443377","Active","101983","3HR Com Mon-Fri 0800-1800",,"On Street","Manhattan","WEST 31 STREET","S","5 AVENUE","BROADWAY","40.74706190874","-73.98731192512","987,765.67635563","211,451.700177804","POINT (-73.9873119251217 40.7470619087402)"
"4189","3083062","Active","311294","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BRIGHTON 4 STREET","E","BRIGHTON BEACH AVENUE","BRIGHTWATER COURT","40.57688843028","-73.96314010714","994,489.41487664","149,454.606980637","POINT (-73.9631401071402 40.5768884302836)"
"1587","4013042","Active","411877","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","40 STREET","W","43 AVENUE","QUEENS BOULEVARD","40.74417091213","-73.9242471469","1,005,240.89435789","210,407.239340231","POINT (-73.9242471468958 40.7441709121297)"
"8619","1413014","Active","105134","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","GREENWICH AVENUE","W","CHARLES STREET","PERRY STREET","40.73566273739","-74.00064188119","984,072.11386089","207,298.365964815","POINT (-74.0006418811886 40.7356627373889)"
"1502","4053094","Active","409764","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","DANE PLACE","W","YELLOWSTONE BOULEVARD","EXETER STREET","40.72071861087","-73.85549365166","1,024,306.36935022","201,886.795095056","POINT (-73.8554936516629 40.7207186108696)"
"4202","1013024","Active","108762","2HR Pas Mon-Sat 0830-2200",,"On Street","Manhattan","WEST 125 STREET","S","ST CLAIR PLACE","12 AVENUE","40.81752025832","-73.96010563433","995,292.442470059","237,124.331247136","POINT (-73.9601056343302 40.8175202583243)"
"2453","1019680","Active","112267","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","FREDERICK DOUGLASS BOULEVARD","E","WEST 124 STREET","WEST 125 STREET","40.80975958539","-73.95134088535","997,720.025541395","234,298.067214638","POINT (-73.9513408853523 40.8097595853926)"
"8961","3223059","Active","329949","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BEDFORD AVENUE","S","MANHATTAN AVENUE","LORIMER STREET","40.72379703633","-73.95123641623","997,766.379779384","202,979.08260864","POINT (-73.9512364162265 40.7237970363255)"
"15171","4063087","Inactive","435338","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","ROOSEVELT AVENUE","S","UNION STREET","BOWNE STREET","40.76052225144","-73.82609580543","1,032,426.49188948","216,403.306416303","POINT (-73.8260958054347 40.7605222514387)"
"9406","1183102","Active","104641","3HR Com Mon-Sat 1000-1600",,"On Street","Manhattan","MADISON AVENUE","E","EAST 63 STREET","EAST 64 STREET","40.76653089206","-73.96915700112","992,793.637428299","218,546.134479731","POINT (-73.9691570011207 40.7665308920592)"
"810","2043007","Active","204694","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","WALTON AVENUE","E","EAST 170 STREET","EAST 171 STREET","40.83977720494","-73.91572974987","1,007,567.52979647","245,242.054512978","POINT (-73.9157297498709 40.8397772049379)"
"7374","2162804","Active","215435","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","PONTON AVENUE","N","EAST TREMONT AVENUE","BLONDELL AVENUE","40.84216615444","-73.842695258","1,027,774.55204639","246,140.3023884","POINT (-73.8426952580028 40.8421661544381)"
"15468","4173010","Active","404893","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","SAUNDERS STREET","N","63 AVENUE","63 DRIVE","40.72951200848","-73.86330054616","1,022,137.34317647","205,087.024586976","POINT (-73.8633005461583 40.7295120084767)"
"8931","1433241","Inactive","104289","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","EAST 54 STREET","N","MADISON AVENUE","PARK AVENUE","40.75988934759","-73.97253280386","991,859.284966305","216,126.090107232","POINT (-73.9725328038648 40.7598893475883)"
"4561","1473014","Active","104504","3HR Com Mon-Fri 0700-1800 / 2HR Pas Mon-Fri 1800-2200 / 2HR Pas Sat 0800-2200",,"On Street","Manhattan","BROADWAY","W","EAST 8 STREET","EAST 9 STREET","40.73093756158","-73.99221741601","986,406.959912971","205,576.931415558","POINT (-73.9922174160055 40.73093756158)"
"7767","1443448","Active","106499","3HR Com Mon-Fri 0800-1800",,"On Street","Manhattan","WEST 29 STREET","N","7 AVENUE","8 AVENUE","40.74841709599","-73.99411444245","985,880.767067716","211,945.238560811","POINT (-73.9941144424501 40.7484170959936)"
"13025","3063062","Active","303433","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","AVENUE U","S","OCEAN AVENUE","EAST 21 STREET","40.59940625132","-73.95064216027","997,956.632351637","157,660.124034137","POINT (-73.9506421602746 40.5994062513242)"
"4448","3053003","Active","302682","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","QUENTIN ROAD","N","EAST 12 STREET","EAST 13 STREET","40.60804662348","-73.96066840952","995,170.937791809","160,806.624302804","POINT (-73.9606684095226 40.6080466234782)"
"3963","2093006","Inactive","214253","2HR Pas Mon-Sat 0800-2000",,"On Street","Bronx","WHITE PLAINS ROAD","E","MARAN PLACE","LYDIG AVENUE","40.85429699594","-73.86760164708","1,020,876.54418889","250,548.626905054","POINT (-73.8676016470768 40.8542969959435)"
"1880","4043012","Inactive","404351","2 HR Pas Mon-Sat 0730-1900",,"On Street","Queens","QUEENS BOULEVARD","N","76 ROAD","76 DRIVE","40.71691880816","-73.83487200353","1,030,025.18074723","200,512.5156914","POINT (-73.8348720035305 40.7169188081605)"
"5423","3043123","Active","301291","2HR Pas Mon-Fri 1000-1900 / 2HR Pas Sat 0800-1900",,"On Street","Brooklyn","FLATBUSH AVENUE","E","CHESTER COURT","FENIMORE STREET","40.65840532575","-73.96039202963","995,239.382536799","179,153.685705721","POINT (-73.9603920296273 40.6584053257505)"
"11473","4243115","Active","407445","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","JAMAICA AVENUE","S","HOLLIS AVENUE","WOODHULL AVENUE","40.71058192772","-73.77079211101","1,047,794.79284573","198,243.788601562","POINT (-73.7707921110085 40.7105819277227)"
"1338","1443469","Inactive","105152","3HR Com Mon-Fri 0800-1900",,"On Street","Manhattan","WEST 28 STREET","N","BROADWAY","AVENUE OF THE AMERICAS","40.7457323902","-73.98966301349","987,114.281989142","210,967.22837773","POINT (-73.9896630134926 40.7457323901964)"
"14886","4493105","Inactive","463001","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","AUSTIN STREET","S","63 DRIVE","64 ROAD","40.72724810519","-73.86385686629","1,021,984.43665814","204,261.975055978","POINT (-73.8638568662879 40.7272481051887)"
"10610","2262725","Active","205579","6HR Pas Mon-Fri 0800-2200",,"On Street","Bronx","BROADWAY","E","VAN CORTLANDT PARK SOUTH","WEST 242 STREET","40.8886517957","-73.89850222978","1,012,313.74012031","263,054.012655392","POINT (-73.8985022297767 40.8886517956982)"
"13322","4123061","Active","405471","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","73 STREET","E","35 AVENUE","37 AVENUE","40.7491411811","-73.89267489579","1,013,987.2505528","212,227.208469316","POINT (-73.8926748957869 40.7491411811029)"
"1719","3333035","Active","321602","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","FLATBUSH AVENUE","W","EAST 38 STREET","ALTON PLACE","40.62380026134","-73.93826153686","1,001,388.45718089","166,549.675152645","POINT (-73.9382615368568 40.623800261338)"
"14039","3513003","Active","309337","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","20 AVENUE","W","70 STREET","71 STREET","40.61339167455","-73.98920926343","987,245.95134522","162,751.698168561","POINT (-73.9892092634317 40.6133916745478)"
"2095","2013108","Active","207697","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","EAST 194 STREET","N","BAINBRIDGE AVENUE","MARION AVENUE","40.8644380806","-73.89171662822","1,014,200.83706789","254,234.24781464","POINT (-73.8917166282225 40.8644380805999)"
"6837","1453041","Inactive","102582","3HR Com, 2HR Pas Mon, Tue, Thur, Fri 0900-2000 / 2HR Pas Wed, Sat 0930-2000",,"On Street","Manhattan","EAST 21 STREET","S","BROADWAY","PARK AVENUE SOUTH","40.73960687877","-73.98908230504","987,275.469002724","208,735.529100969","POINT (-73.9890823050429 40.7396068787694)"
"5470","1443549","Active","106017","3HR Com Mon-Fri 0800-1800",,"On Street","Manhattan","WEST 25 STREET","S","BROADWAY","AVENUE OF THE AMERICAS","40.74318675942","-73.98962147294","987,125.902372718","210,039.775180146","POINT (-73.9896214729353 40.7431867594207)"
"13374","2083022","Active","212056","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","WHITE PLAINS ROAD","E","EAST 223 STREET","EAST 224 STREET","40.88667218718","-73.86095601123","1,022,696.26134998","262,347.015709817","POINT (-73.8609560112262 40.8866721871822)"
"9209","1374994","Active","114154","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","ST NICHOLAS AVENUE","W","WEST 190 STREET","WEST 191 STREET","40.85534147682","-73.92944755641","1,003,767.25426055","250,909.351577312","POINT (-73.9294475564053 40.8553414768246)"
"3945","3569937","Active","309694","6HR Pas Mon-Fri 0800-2200",,"On Street","Brooklyn","BEDFORD AVENUE","W","CAMPUS ROAD","AVENUE I","40.63152610998","-73.9526938814","997,380.551482812","169,361.913622648","POINT (-73.9526938814045 40.6315261099774)"
"14783","3233052","Active","309794","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","GRAHAM AVENUE","W","CONSELYEA STREET","SKILLMAN AVENUE","40.71562218419","-73.94463386767","999,598.368569463","200,001.821502805","POINT (-73.9446338676747 40.7156221841929)"
"7428","1183032","Active","104211","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","EAST 64 STREET","N","5 AVENUE","MADISON AVENUE","40.76689051633","-73.96943053523","992,717.821635053","218,677.130936891","POINT (-73.9694305352299 40.7668905163266)"
"10648","4513033","Inactive","433432","4HR Pas Mon-Sat 0700-1900",,"On Street","Queens","56 AVENUE","N","MAIN STREET","141 STREET","40.74802639692","-73.82448168844","1,032,882.77050447","211,851.562238976","POINT (-73.8244816884366 40.7480263969191)"
"5366","1433826","Active","102697","3HR Com Mon-Sat 1000-1600 / 5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","WEST 57 STREET","S","BROADWAY","8 AVENUE","40.76638267052","-73.98231081031","989,149.989203811","218,491.123106807","POINT (-73.9823108103135 40.7663826705201)"
"6388","1443503","Inactive","106055","3HR Com Mon-Fri 0800-1900",,"On Street","Manhattan","WEST 27 STREET","S","5 AVENUE","BROADWAY","40.74434797764","-73.98856916914","987,417.441815883","210,462.880305067","POINT (-73.9885691691369 40.7443479776381)"
"630","1294847","Active","114804","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","YORK AVENUE","E","EAST 88 STREET","EAST 89 STREET","40.77764059187","-73.9457493811","999,275.136932477","222,596.917716727","POINT (-73.945749381102 40.7776405918731)"
"13956","1403175","Active","101845","1HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","10 AVENUE","W","WEST 44 STREET","WEST 45 STREET","40.7613225933","-73.99435936891","985,812.600209311","216,647.125810564","POINT (-73.9943593689134 40.7613225932952)"
"8187","4443006","Active","452831","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","ROCKAWAY BOULEVARD","N","103 STREET","104 STREET","40.67948312183","-73.83608196557","1,029,715.28930664","186,872.978666067","POINT (-73.8360819655724 40.6794831218308)"
"3884","1463039","Active","105292","3HR Com Mon-Fri 0700-1600 / 2HR Pas Mon-Fri 1600-2300 / 2HR Pas Sat 0700-2300",,"On Street","Manhattan","WEST 13 STREET","N","WASHINGTON STREET","10 AVENUE","40.74124455782","-74.00809799278","982,005.971011549","209,332.102710977","POINT (-74.0080979927821 40.7412445578213)"
"5117","4181689","Active","426953","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","DITMARS BOULEVARD","S","37 STREET","38 STREET","40.77354799504","-73.90714759256","1,009,967.78418231","221,114.824880391","POINT (-73.9071475925609 40.7735479950422)"
"10411","5053288","Active","522199","2HR Pas Mon-Sat 0900-1700",,"On Street","Staten Island","NEW DORP PLAZA","S","NEW DORP LANE","ROSE AVENUE","40.57336098279","-74.11703959773","951,735.527615547","148,189.037661389","POINT (-74.1170395977297 40.5733609827942)"
"6406","4152059","Active","414595","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","JACKSON AVENUE","N","46 ROAD","46 AVENUE","40.74531282548","-73.94717397161","998,887.688232303","210,818.612205148","POINT (-73.94717397161 40.7453128254816)"
"13617","1403061","Active","104706","3HR Com Mon-Sat 0700-1800 / 5HR Pas Sat 1800-2400",,"On Street","Manhattan","WEST 49 STREET","S","8 AVENUE","9 AVENUE","40.76196876649","-73.98741518725","987,736.283697888","216,882.748042732","POINT (-73.9874151872505 40.7619687664938)"
"9459","4122378","Active","463032","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","85 STREET","W","37 AVENUE","FORLEY STREET","40.74983426154","-73.88153228617","1,017,074.26111105","212,483.698769972","POINT (-73.8815322861727 40.7498342615382)"
"5562","4063112","Inactive","455775","2HR Pas Mon-Sat 0700-2200",,"On Street","Queens","KISSENA BOULEVARD","W","41 AVENUE","BARCLAY AVENUE","40.75773761099","-73.82833311972","1,031,808.68013297","215,387.550245732","POINT (-73.8283331197207 40.7577376109947)"
"6980","1449901","Inactive","101476","3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2300",,"On Street","Manhattan","9 AVENUE","E","WEST 38 STREET","WEST 39 STREET","40.75625412809","-73.9940739852","985,891.783777967","214,800.523532644","POINT (-73.9940739852017 40.7562541280949)"
"2613","4233147","Active","425730","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","27 STREET","E","NEWTOWN AVENUE","30 AVENUE","40.76839634655","-73.9240815579","1,005,279.12918955","219,233.389994979","POINT (-73.9240815579037 40.7683963465462)"
"14344","1153030","Active","116346","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","COOPER SQUARE","W","EAST 5 STREET","COOPER SQUARE","40.72796432473","-73.99120687798","986,687.141439214","204,493.715078056","POINT (-73.99120687798 40.7279643247307)"
"4095","4512478","Active","443456","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","KISSENA BOULEVARD","E","KISSENA BOULEVARD","72 ROAD","40.72832950432","-73.81472403107","1,035,601.60528989","204,680.945674732","POINT (-73.8147240310689 40.7283295043209)"
"6168","4323123","Active","403455","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","KEW GARDENS ROAD","E","KEW GARDENS ROAD","135 STREET","40.70403441455","-73.81996617988","1,034,166.87062655","195,826.492255062","POINT (-73.819966179883 40.7040344145487)"
"1025","2162816","Active","214324","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","WILLIAMSBRIDGE ROAD","E","EASTCHESTER ROAD","POPLAR STREET","40.84471273066","-73.84632089321","1,026,769.7505783","247,066.333672807","POINT (-73.8463208932122 40.8447127306621)"
"5919","4243107","Active","404445","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","HILLSIDE AVENUE","S","FRANCIS LEWIS BOULEVARD","207 STREET","40.72128214967","-73.75893395962","1,051,071.56877246","202,151.015695229","POINT (-73.7589339596191 40.7212821496748)"
