"Complaint #","Date","Address #","Street Name","Borough","Block","Lot","BIN","Postcode","Landmark Name","Work Reported","Action Taken","Status","Council District","Community Board","NTA","Latitude","Longitude"
"CMP-26-00080","07/22/2025","479","HUDSON STREET","MANHATTAN","605","33","1010511","10014","Greenwich Village - Historic District","In late May of this year a concrete foundation measuring about 2.5 x 4.5 feet was poured on the north side of the pathway leading to the St Luke’s School just north of the main church. The concrete pad is about twelve feet from the iron gate and visible from the sidewalk. Security guards mentioned it was for an eventual security booth.","No Warning Letter Issued","Closed","03","MN-02",,"40.73214002766","-74.00655969215"
"CMP-26-00081","07/22/2025","428","VANDERBILT AVENUE","BROOKLYN","1959","67","3055957","11238","Fort Greene - Historic District","Ongoing permitted construction is intruding on 430 Vanderbilt Ave","No Warning Letter Issued","Closed","35","BK-02",,"40.68481609893","-73.96818751863"
"CMP-26-00082","07/22/2025","73","8TH AVENUE","MANHATTAN","629","38","1011708","10014","Greenwich Village - Historic District","Removal of cornice at storefront","Warning Letter Issued","Closed","03","MN-02",,"40.73945494873","-74.00275696095"
"CMP-26-00085","07/23/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Sculpture at storefront","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00087","07/24/2025","1176","DEAN STREET","BROOKLYN","1212","34","3030323","11216","Crown Heights North - Historic District","painting stoop","Warning Letter Issued","Closed","36","BK-08",,"40.67691323292","-73.95072407531"
"CMP-26-00086","07/24/2025","38","WEST 96TH STREET","MANHATTAN","1209","47","1031736","10025","Upper West Side/Central Park West - Historic District","FTM railing per JW","Warning Letter Issued","Closed","06","MN-07",,"40.79209951738","-73.96574186841"
"CMP-26-00095","07/24/2025","128","SPRING STREET","MANHATTAN","486","17","1007288","10012","SoHo-Cast Iron - Historic District","Installation of signage--Kendra Scott","Warning Letter Issued","Closed","01","MN-02",,"40.72384556041","-74.00048704523"
"CMP-26-00089","07/24/2025","60","SECOND AVENUE","MANHATTAN","445","4","1006165","10003","East Village/Lower East Side - Historic District","Entrance being repaired with the wrong colored patch material, and owner is trying to cover up mistake by painting over entire structure","Warning Letter Issued","Closed","02","MN-03",,"40.72582681356","-73.98967794203"
"CMP-26-00094","07/24/2025","529","BROADWAY","MANHATTAN","498","23","1007583","10012","SoHo-Cast Iron - Historic District","Installation of nike signage","Warning Letter Issued","Closed","01","MN-02",,"40.72320876993","-73.99866875577"
"CMP-26-00091","07/25/2025","55","GANSEVOORT STREET","MANHATTAN","644","60","1012196","10014","Gansevoort Market - Historic District","Metal structures on the roof and sidewalk café","Warning Letter Issued","Closed","03","MN-02",,"40.73940261758","-74.00701869745"
"CMP-26-00090","07/25/2025","485","MADISON STREET","BROOKLYN","1639","74","3044837","11221",,"Excavation work at the rear beyond the foundation without underpinning","No Warning Letter Issued","Closed","36","BK-03",,"40.68618983537","-73.937873696"
"CMP-26-00088","07/25/2025","60","SECOND AVENUE","MANHATTAN","445","4","1006165","10003","East Village/Lower East Side - Historic District","Prior work, plaster work on facade of the building, did not have a landmark permit","No Warning Letter Issued","Closed","02","MN-03",,"40.72582681356","-73.98967794203"
"CMP-26-00092","07/26/2025","71","MAPLE STREET","BROOKLYN","5028","70","3114699","11225","Prospect Lefferts Gardens - Historic District","Replacement of windows in noncompliance--metal","Warning Letter Issued","Closed","40","BK-09",,"40.66035154228","-73.9584243002"
"CMP-26-00093","07/26/2025","61","8TH AVENUE","BROOKLYN","1064","5","3024614","11217","Park Slope - Historic District","Installation of downspout","No Warning Letter Issued","Closed","39","BK-06",,"40.67380248913","-73.97273151184"
"CMP-26-00096","07/28/2025","113","WEST 77TH STREET","MANHATTAN","1149","126","1030229","10024","Upper West Side/Central Park West - Historic District","Bottom, 4th, and 5th window frames are very deteriorated and white vs brown in color. 2nd and 3rd floor windows appear new.","No Warning Letter Issued","Closed","06","MN-07",,"40.78093950316","-73.97708924622"
"CMP-26-00097","07/29/2025","113","GREENE STREET","MANHATTAN","500","22","1007646","10012","SoHo-Cast Iron - Historic District","Installation of signage--AG","Warning Letter Issued","Closed","01","MN-02",,"40.72471839364","-73.99959953535"
"CMP-26-00098","07/29/2025","210","RIVERSIDE DRIVE","MANHATTAN","1252","34","1034130","10025","Riverside-West End - Historic District","Installation of bollards at entrance","Warning Letter Issued","Closed","06","MN-07",,"40.79422938229","-73.97651765814"
"CMP-26-00099","07/30/2025","71","MAPLE STREET","BROOKLYN","5028","70","3114699","11225","Prospect Lefferts Gardens - Historic District","Second floor windows facing street have been replaced - complete but ongoing renovation","No Warning Letter Issued","Closed","40","BK-09",,"40.66035154228","-73.9584243002"
"CMP-26-00102","07/30/2025","130","BOWERY","MANHATTAN","470","61","1006952","10013","Bowery Savings Bank - Individual Landmark","Power washing building","Warning Letter Issued","Closed","01","MN-02",,"40.71878410389","-73.99468619898"
"CMP-26-00100","07/30/2025","39-20","46TH STREET","QUEENS","154","67","4001627","11104","Sunnyside Gardens - Historic District","The windows and door at the front porch have been replaced.","Warning Letter Issued","Closed","26","QN-02",,"40.74879881398","-73.91757911335"
"CMP-26-00109","07/31/2025","27","HARRISON STREET","MANHATTAN","142","11","1077215","10013","317 Washington Street House (now 27 Harrison Street) - Individual Landmark","Large plastic storage container in front of the house and a stoop gate.","Warning Letter Issued","Closed","01","MN-01",,"40.71883587774","-74.01072140457"
"CMP-26-00103","07/31/2025","1002","STERLING PLACE","BROOKLYN","1249","34","3032001","11213","Crown Heights North  II - Historic District","A lot of exterior work which is believed to be restorative has been done.","No Warning Letter Issued","Closed","35","BK-08",,"40.67227227641","-73.94564812491"
"CMP-26-00101","07/31/2025","493","AMSTERDAM AVENUE","MANHATTAN","1214","62","1032124","10024","Upper West Side/Central Park West - Historic District","Installation of signage. Replacement of storefront","Warning Letter Issued","Closed","06","MN-07",,"40.78612136955","-73.97614496158"
"CMP-26-00106","08/01/2025","69","EAST 79TH STREET","MANHATTAN","1491","29","1046441","10075","67-69 East 79th Street Building (George and Rives House) - Individual Landmark","Installation of an awning  from Building to Curbside poses risk to pedestrians.","No Warning Letter Issued","Closed","04","MN-08",,"40.77599751318","-73.96133442729"
"CMP-26-00104","08/01/2025","1","HART STREET","BROOKLYN","1766","91","3049102","11206","Willoughby-Hart - Historic District","Full interior gut renovation with no LPC permits. The house is occupied and was purchased in April 2025, after designation, so DOB permits that indicate they were filed before are incorrect. No posted permits from DOB or LPC","No Warning Letter Issued","Closed","36","BK-03",,"40.69285796811","-73.95155971698"
"CMP-26-00105","08/01/2025","479","WILLOUGHBY AVENUE","BROOKLYN","1758","71","3048793","11206","Willoughby-Hart - Historic District","Workers are soldering and doing paint work on exterior including on railings. Railings were replaced this spring and are not contextual nor did they receive permits.","No Warning Letter Issued","Closed","36","BK-03",,"40.6937412951","-73.95041233096"
"CMP-26-00110","08/04/2025","97","GREENWICH AVENUE","MANHATTAN","615","29","1011017","10014","Greenwich Village - Historic District","PERMANENT rotating ads at Equinox on Greenwich Ave","Warning Letter Issued","Closed","03","MN-02",,"40.73749521657","-74.00167072693"
"CMP-26-00108","08/04/2025","1205","BEVERLEY ROAD","BROOKLYN","5116","43","3117498","11218","Prospect Park South - Historic District","Lots of renovation work being performed now. All original wood windows were removed and replaced with what look to be vinyl.","Warning Letter Issued","Closed","40","BK-14",,"40.64402304612","-73.96763041956"
"CMP-26-00107","08/04/2025","22","BOND STREET","MANHATTAN","530","7508","1091588","10012","NoHo  Extension - Historic District","The exterior is under construction with no permits","No Warning Letter Issued","Closed","02","MN-02",,"40.72644192925","-73.99369702842"
"CMP-26-00111","08/05/2025","359","ADELPHI STREET","BROOKLYN","2121","4","3059455","11238","Fort Greene - Historic District","Construction work without permit.","No Warning Letter Issued","Closed","35","BK-02",,"40.68672160428","-73.97056999976"
"CMP-26-00134","08/06/2025","20","ST MARKS PLACE","MANHATTAN","463","19","1006669","10003","Daniel Leroy House - Individual Landmark","Significant amount of signage at the parlor floor, the stretch banner, and a Siamese Connector installed.","Warning Letter Issued","Closed","02","MN-03",,"40.7290518161","-73.98875739629"
"CMP-26-00165","08/06/2025","77","PERRY STREET","MANHATTAN","622","65","1011322","10014","Greenwich Village - Historic District","removal of cornice","No Warning Letter Issued","Closed","03","MN-02",,"40.73541462792","-74.00423983337"
"CMP-26-00112","08/06/2025","207","SHORE ROAD","QUEENS","8038","1","4168229","11363","Douglaston - Historic District","Removal of tree","No Warning Letter Issued","Closed","19","QN-11",,"40.7755001952","-73.75415072504"
"CMP-26-00127","08/07/2025","2286","CHURCH AVENUE","BROOKLYN","5103","58","3000000","11226","Flatbush District No. 1 School, later Public School 90 - Individual Landmark","Debris and garbage at the empty site","No Warning Letter Issued","Closed","40","BK-14",,"40.65044524957","-73.95739619033"
"CMP-26-00113","08/07/2025","179","MIDWOOD STREET","BROOKLYN","5032","67","3114962","11225","Prospect Lefferts Gardens - Historic District","""Free Palestine"" signage hanging outside of window onto the façade.","No Warning Letter Issued","Closed","40","BK-09",,"40.65985888031","-73.95485276349"
"CMP-26-00114","08/07/2025","416","GRAND AVENUE","BROOKLYN","1981","53","3056786","11238","Clinton Hill - Historic District","Ongoing work with no permits.","No Warning Letter Issued","Closed","35","BK-02",,"40.68393312658","-73.96192864715"
"CMP-26-00115","08/07/2025","412","WEST 148TH STREET","MANHATTAN","2062","41","1061456","10031","Hamilton Heights/Sugar Hill - Historic District","Work performed fifth and sixth floor façade.","Warning Letter Issued","Closed","09","MN-09",,"40.82629583759","-73.94418539542"
"CMP-26-00116","08/07/2025","22","BOND STREET","MANHATTAN","530","7508","1091588","10012","NoHo  Extension - Historic District","Landmarks approved landscape, garden, and big trees has been removed. There is no LPC permit or any record of this work posted.","No Warning Letter Issued","Closed","02","MN-02",,"40.72644192925","-73.99369702842"
"CMP-26-00136","08/07/2025","193","MAPLE STREET","BROOKLYN","5029","61","3114765","11225","Prospect Lefferts Gardens - Historic District","Installation of areaway wall","No Warning Letter Issued","Closed","40","BK-09",,"40.66059436336","-73.95455310699"
"CMP-26-00117","08/07/2025","416","GRAND AVENUE","BROOKLYN","1981","53","3056786","11238","Clinton Hill - Historic District","Building renovation on every floor and backyard Clinton Hill Historical District stop work order posted.","No Warning Letter Issued","Closed","35","BK-02",,"40.68393312658","-73.96192864715"
"CMP-26-00120","08/08/2025","23","RIVERSIDE DRIVE","MANHATTAN","1184","62","1030995","10023","West End - Collegiate - Historic District","Replacement of windows and installation of security grilles","Warning Letter Issued","Closed","06","MN-07",,"40.78217866618","-73.98489559244"
"CMP-26-00121","08/08/2025","24","RIVERSIDE DRIVE","MANHATTAN","1184","103","1031017","10023","West End - Collegiate - Historic District","Installation of security grilles","Warning Letter Issued","Closed","06","MN-07",,"40.78225276974","-73.98486307747"
"CMP-26-00118","08/09/2025","109","8TH AVENUE","BROOKLYN","1068","5","3024795","11215","Park Slope - Historic District","Ongoing exterior brick work.","Warning Letter Issued","Closed","39","BK-06",,"40.67251264901","-73.97360804589"
"CMP-26-00119","08/11/2025","48","WEST 85TH STREET","MANHATTAN","1198","51","1031326","10024","Upper West Side/Central Park West - Historic District","rebuilding rear façade in noncompliance","Warning Letter Issued","Closed","06","MN-07",,"40.78518428991","-73.97121619192"
"CMP-26-00122","08/12/2025","71","EAST 42ND STREET","MANHATTAN","1280","1","1035381","10017","Grand Central Terminal - Interior Landmark","Installation of illuminated signage (apple store)","No Warning Letter Issued","Closed","04","MN-05",,"40.75230106766","-73.97808082096"
"CMP-26-00123","08/12/2025","64","HENRY STREET","BROOKLYN","221","28","3001648","11201","Brooklyn Heights - Historic District","Structure installed on street level in front of building and signage installed on first floor.","No Warning Letter Issued","Closed","33","BK-02",,"40.69907107626","-73.9922426298"
"CMP-26-00157","08/13/2025","78","WEST 12TH STREET","MANHATTAN","575","16","1009566","10011","Greenwich Village - Historic District","Installation of storage bins a the sidewalk","Warning Letter Issued","Closed","02","MN-02",,"40.73583187784","-73.99734422392"
"CMP-26-00137","08/13/2025","1","FRONT STREET","BROOKLYN","35","1","3000072","11201","Fulton Ferry - Historic District","Installation of lighting and conduits at building base and cornice.","Warning Letter Issued","Closed","33","BK-02",,"40.70248562609","-73.99320519106"
"CMP-26-00124","08/13/2025","152","EAST 71ST STREET","MANHATTAN","1405","148","1042766","10021","Upper East Side - Historic District","Replacement of sidewalk without permits","No Warning Letter Issued","Closed","04","MN-08",,"40.76954768714","-73.96226960835"
"CMP-26-00125","08/13/2025","212","BALTIC STREET","BROOKLYN","312","10","3003522","11201","Cobble Hill - Historic District","Continued replacement of all windows, replacement of garage doors, replacement of front door.","Warning Letter Issued","Closed","39","BK-06",,"40.68664843563","-73.99575245018"
